Average_Price,Destination,Source,Weekend_Date
436.5,SAV,BOS,2017-25
568.5,SAV,BOS,2017-26
0.0,SAV,BOS,2017-27
343.0,SAV,BOS,2017-28
392.5,SAV,BOS,2017-29
0.0,SAV,BOS,2017-30
378.0,SAV,BOS,2017-31
0.0,SAV,BOS,2017-32
0.0,SAV,BOS,2017-33
0.0,SAV,BOS,2017-34
890.5,SJC,BOS,2017-16
472.0,SJC,BOS,2017-17
339.0,SJC,BOS,2017-18
450.0,SJC,BOS,2017-19
470.0,SJC,BOS,2017-20
593.5,SJC,BOS,2017-21
395.0,SJC,BOS,2017-22
431.0,SJC,BOS,2017-23
483.0,SJC,BOS,2017-24
483.0,SJC,BOS,2017-25
708.0,SJC,BOS,2017-26
485.0,SJC,BOS,2017-27
652.0,SJC,BOS,2017-28
483.0,SJC,BOS,2017-29
0.0,SJC,BOS,2017-30
0.0,SJC,BOS,2017-31
803.0,SJC,BOS,2017-32
757.0,SJC,BOS,2017-33
516.0,SJC,BOS,2017-34
991.0,DEN,BOS,2017-16
393.5,DEN,BOS,2017-17
459.0,DEN,BOS,2017-18
303.5,DEN,BOS,2017-19
419.5,DEN,BOS,2017-20
473.25,DEN,BOS,2017-21
395.6666666666667,DEN,BOS,2017-22
568.3333333333334,DEN,BOS,2017-23
585.0,DEN,BOS,2017-24
501.0,DEN,BOS,2017-25
698.0,DEN,BOS,2017-26
445.0,DEN,BOS,2017-27
581.3333333333334,DEN,BOS,2017-28
658.3333333333334,DEN,BOS,2017-29
618.0,DEN,BOS,2017-30
897.0,DEN,BOS,2017-31
615.0,DEN,BOS,2017-32
579.0,DEN,BOS,2017-33
545.0,DEN,BOS,2017-34
633.0,LGB,BOS,2017-16
473.0,LGB,BOS,2017-17
362.0,LGB,BOS,2017-18
373.0,LGB,BOS,2017-19
436.5,LGB,BOS,2017-20
0.0,LGB,BOS,2017-21
362.0,LGB,BOS,2017-22
458.0,LGB,BOS,2017-23
494.5,LGB,BOS,2017-24
0.0,LGB,BOS,2017-25
627.0,LGB,BOS,2017-26
595.5,LGB,BOS,2017-27
0.0,LGB,BOS,2017-28
0.0,LGB,BOS,2017-29
844.0,LGB,BOS,2017-30
0.0,LGB,BOS,2017-31
0.0,LGB,BOS,2017-32
459.5,LGB,BOS,2017-33
0.0,LGB,BOS,2017-34
831.0,CHS,BOS,2017-16
740.0,CHS,BOS,2017-17
587.0,CHS,BOS,2017-18
446.0,CHS,BOS,2017-19
501.5,CHS,BOS,2017-20
444.0,CHS,BOS,2017-21
338.5,CHS,BOS,2017-22
376.0,CHS,BOS,2017-23
438.5,CHS,BOS,2017-24
523.0,CHS,BOS,2017-25
0.0,CHS,BOS,2017-26
360.0,CHS,BOS,2017-27
396.5,CHS,BOS,2017-28
455.0,CHS,BOS,2017-29
426.0,CHS,BOS,2017-30
0.0,CHS,BOS,2017-31
405.5,CHS,BOS,2017-32
405.5,CHS,BOS,2017-33
350.0,CHS,BOS,2017-34
0.0,MDW,BOS,2017-16
0.0,MDW,BOS,2017-17
0.0,MDW,BOS,2017-18
0.0,MDW,BOS,2017-19
0.0,MDW,BOS,2017-20
0.0,MDW,BOS,2017-21
0.0,MDW,BOS,2017-22
0.0,MDW,BOS,2017-23
0.0,MDW,BOS,2017-24
0.0,MDW,BOS,2017-25
0.0,MDW,BOS,2017-26
0.0,MDW,BOS,2017-27
0.0,MDW,BOS,2017-28
0.0,MDW,BOS,2017-29
0.0,MDW,BOS,2017-30
0.0,MDW,BOS,2017-31
0.0,MDW,BOS,2017-32
0.0,MDW,BOS,2017-33
0.0,MDW,BOS,2017-34
775.0,CAK,BOS,2017-16
467.0,CAK,BOS,2017-17
414.0,CAK,BOS,2017-18
412.0,CAK,BOS,2017-19
413.0,CAK,BOS,2017-20
494.0,CAK,BOS,2017-21
380.0,CAK,BOS,2017-22
394.0,CAK,BOS,2017-23
407.0,CAK,BOS,2017-24
0.0,CAK,BOS,2017-25
0.0,CAK,BOS,2017-26
0.0,CAK,BOS,2017-27
0.0,CAK,BOS,2017-28
0.0,CAK,BOS,2017-29
0.0,CAK,BOS,2017-30
0.0,CAK,BOS,2017-31
0.0,CAK,BOS,2017-32
0.0,CAK,BOS,2017-33
0.0,CAK,BOS,2017-34
0.0,STL,BOS,2017-16
678.0,STL,BOS,2017-17
436.0,STL,BOS,2017-18
419.0,STL,BOS,2017-19
632.0,STL,BOS,2017-20
441.0,STL,BOS,2017-21
0.0,STL,BOS,2017-22
516.0,STL,BOS,2017-23
526.0,STL,BOS,2017-24
517.0,STL,BOS,2017-25
0.0,STL,BOS,2017-26
0.0,STL,BOS,2017-27
542.0,STL,BOS,2017-28
513.0,STL,BOS,2017-29
1086.0,STL,BOS,2017-30
0.0,STL,BOS,2017-31
453.0,STL,BOS,2017-32
0.0,STL,BOS,2017-33
0.0,STL,BOS,2017-34
771.0,MCI,BOS,2017-16
494.0,MCI,BOS,2017-17
370.0,MCI,BOS,2017-18
448.0,MCI,BOS,2017-19
541.0,MCI,BOS,2017-20
0.0,MCI,BOS,2017-21
481.0,MCI,BOS,2017-22
393.0,MCI,BOS,2017-23
0.0,MCI,BOS,2017-24
489.0,MCI,BOS,2017-25
0.0,MCI,BOS,2017-26
0.0,MCI,BOS,2017-27
469.0,MCI,BOS,2017-28
0.0,MCI,BOS,2017-29
0.0,MCI,BOS,2017-30
0.0,MCI,BOS,2017-31
0.0,MCI,BOS,2017-32
476.0,MCI,BOS,2017-33
0.0,MCI,BOS,2017-34
0.0,HYA,BOS,2017-16
0.0,HYA,BOS,2017-17
0.0,HYA,BOS,2017-18
0.0,HYA,BOS,2017-19
0.0,HYA,BOS,2017-20
0.0,HYA,BOS,2017-21
0.0,HYA,BOS,2017-22
0.0,HYA,BOS,2017-23
0.0,HYA,BOS,2017-24
0.0,HYA,BOS,2017-25
0.0,HYA,BOS,2017-26
0.0,HYA,BOS,2017-27
0.0,HYA,BOS,2017-28
0.0,HYA,BOS,2017-29
0.0,HYA,BOS,2017-30
0.0,HYA,BOS,2017-31
0.0,HYA,BOS,2017-32
0.0,HYA,BOS,2017-33
0.0,HYA,BOS,2017-34
0.0,MVY,BOS,2017-16
0.0,MVY,BOS,2017-17
0.0,MVY,BOS,2017-18
198.0,MVY,BOS,2017-19
0.0,MVY,BOS,2017-20
197.0,MVY,BOS,2017-21
0.0,MVY,BOS,2017-22
0.0,MVY,BOS,2017-23
0.0,MVY,BOS,2017-24
0.0,MVY,BOS,2017-25
0.0,MVY,BOS,2017-26
0.0,MVY,BOS,2017-27
0.0,MVY,BOS,2017-28
199.0,MVY,BOS,2017-29
0.0,MVY,BOS,2017-30
0.0,MVY,BOS,2017-31
0.0,MVY,BOS,2017-32
0.0,MVY,BOS,2017-33
0.0,MVY,BOS,2017-34
118.0,LEB,BOS,2017-16
88.0,LEB,BOS,2017-17
127.0,LEB,BOS,2017-18
0.0,LEB,BOS,2017-19
0.0,LEB,BOS,2017-20
0.0,LEB,BOS,2017-21
0.0,LEB,BOS,2017-22
194.0,LEB,BOS,2017-23
0.0,LEB,BOS,2017-24
124.0,LEB,BOS,2017-25
0.0,LEB,BOS,2017-26
0.0,LEB,BOS,2017-27
0.0,LEB,BOS,2017-28
0.0,LEB,BOS,2017-29
0.0,LEB,BOS,2017-30
0.0,LEB,BOS,2017-31
0.0,LEB,BOS,2017-32
0.0,LEB,BOS,2017-33
0.0,LEB,BOS,2017-34
217.0,PVC,BOS,2017-16
209.0,PVC,BOS,2017-17
356.0,PVC,BOS,2017-18
0.0,PVC,BOS,2017-19
0.0,PVC,BOS,2017-20
0.0,PVC,BOS,2017-21
0.0,PVC,BOS,2017-22
0.0,PVC,BOS,2017-23
228.0,PVC,BOS,2017-24
0.0,PVC,BOS,2017-25
0.0,PVC,BOS,2017-26
0.0,PVC,BOS,2017-27
0.0,PVC,BOS,2017-28
0.0,PVC,BOS,2017-29
0.0,PVC,BOS,2017-30
0.0,PVC,BOS,2017-31
0.0,PVC,BOS,2017-32
0.0,PVC,BOS,2017-33
0.0,PVC,BOS,2017-34
0.0,RKD,BOS,2017-16
0.0,RKD,BOS,2017-17
0.0,RKD,BOS,2017-18
185.0,RKD,BOS,2017-19
0.0,RKD,BOS,2017-20
263.0,RKD,BOS,2017-21
0.0,RKD,BOS,2017-22
0.0,RKD,BOS,2017-23
0.0,RKD,BOS,2017-24
0.0,RKD,BOS,2017-25
0.0,RKD,BOS,2017-26
0.0,RKD,BOS,2017-27
0.0,RKD,BOS,2017-28
0.0,RKD,BOS,2017-29
0.0,RKD,BOS,2017-30
0.0,RKD,BOS,2017-31
0.0,RKD,BOS,2017-32
0.0,RKD,BOS,2017-33
0.0,RKD,BOS,2017-34
0.0,RUT,BOS,2017-16
107.0,RUT,BOS,2017-17
0.0,RUT,BOS,2017-18
0.0,RUT,BOS,2017-19
0.0,RUT,BOS,2017-20
0.0,RUT,BOS,2017-21
0.0,RUT,BOS,2017-22
0.0,RUT,BOS,2017-23
0.0,RUT,BOS,2017-24
0.0,RUT,BOS,2017-25
0.0,RUT,BOS,2017-26
0.0,RUT,BOS,2017-27
0.0,RUT,BOS,2017-28
0.0,RUT,BOS,2017-29
0.0,RUT,BOS,2017-30
0.0,RUT,BOS,2017-31
0.0,RUT,BOS,2017-32
0.0,RUT,BOS,2017-33
0.0,RUT,BOS,2017-34
0.0,SLK,BOS,2017-16
0.0,SLK,BOS,2017-17
0.0,SLK,BOS,2017-18
0.0,SLK,BOS,2017-19
0.0,SLK,BOS,2017-20
0.0,SLK,BOS,2017-21
0.0,SLK,BOS,2017-22
0.0,SLK,BOS,2017-23
0.0,SLK,BOS,2017-24
0.0,SLK,BOS,2017-25
0.0,SLK,BOS,2017-26
0.0,SLK,BOS,2017-27
0.0,SLK,BOS,2017-28
0.0,SLK,BOS,2017-29
0.0,SLK,BOS,2017-30
0.0,SLK,BOS,2017-31
0.0,SLK,BOS,2017-32
0.0,SLK,BOS,2017-33
0.0,SLK,BOS,2017-34
0.0,ISP,BOS,2017-16
577.0,ISP,BOS,2017-17
0.0,ISP,BOS,2017-18
0.0,ISP,BOS,2017-19
0.0,ISP,BOS,2017-20
0.0,ISP,BOS,2017-21
0.0,ISP,BOS,2017-22
0.0,ISP,BOS,2017-23
0.0,ISP,BOS,2017-24
0.0,ISP,BOS,2017-25
0.0,ISP,BOS,2017-26
0.0,ISP,BOS,2017-27
0.0,ISP,BOS,2017-28
0.0,ISP,BOS,2017-29
0.0,ISP,BOS,2017-30
0.0,ISP,BOS,2017-31
0.0,ISP,BOS,2017-32
0.0,ISP,BOS,2017-33
0.0,ISP,BOS,2017-34
0.0,PBG,BOS,2017-16
152.0,PBG,BOS,2017-17
0.0,PBG,BOS,2017-18
0.0,PBG,BOS,2017-19
0.0,PBG,BOS,2017-20
141.0,PBG,BOS,2017-21
0.0,PBG,BOS,2017-22
0.0,PBG,BOS,2017-23
0.0,PBG,BOS,2017-24
0.0,PBG,BOS,2017-25
0.0,PBG,BOS,2017-26
0.0,PBG,BOS,2017-27
0.0,PBG,BOS,2017-28
0.0,PBG,BOS,2017-29
0.0,PBG,BOS,2017-30
0.0,PBG,BOS,2017-31
0.0,PBG,BOS,2017-32
0.0,PBG,BOS,2017-33
0.0,PBG,BOS,2017-34
0.0,PQI,BOS,2017-16
0.0,PQI,BOS,2017-17
0.0,PQI,BOS,2017-18
0.0,PQI,BOS,2017-19
224.0,PQI,BOS,2017-20
0.0,PQI,BOS,2017-21
0.0,PQI,BOS,2017-22
0.0,PQI,BOS,2017-23
0.0,PQI,BOS,2017-24
0.0,PQI,BOS,2017-25
0.0,PQI,BOS,2017-26
0.0,PQI,BOS,2017-27
0.0,PQI,BOS,2017-28
0.0,PQI,BOS,2017-29
0.0,PQI,BOS,2017-30
0.0,PQI,BOS,2017-31
0.0,PQI,BOS,2017-32
0.0,PQI,BOS,2017-33
0.0,PQI,BOS,2017-34
