Airport,City,Continent,Country,IATA/FAA,Latitude,Longitude
Daegu,Daegu,Asia,South Korea,TAE,35.883333,128.666667
Ulsan,Ulsan,Asia,South Korea,USN,35.59349,129.35172
WonJu,WonJu,Asia,South Korea,WJU,37.434167,127.951667
Yangyang,Yangyang,Asia,South Korea,YNY,38.0613,128.66901
Aktobe,Aktobe,Asia,Kazakhstan,AKX,50.25,57.216667
Almaty,Almaty,Asia,Kazakhstan,ALA,43.35,77.033333
Balhash,Balhash,Asia,Kazakhstan,BXH,46.883333,75.016667
Krayniy,Baykonur,Asia,Kazakhstan,BXY,45.619909,63.210386
Shimkent,Shimkent,Asia,Kazakhstan,CIT,42.3,69.6
Zhambyl,Zhambyl,Asia,Kazakhstan,DMB,42.9,71.366667
Zhezkazgan,Zhezkazgan,Asia,Kazakhstan,DZN,47.7,67.733333
Atyrau,Atyrau,Asia,Kazakhstan,GUW,47.121944,51.821389
Karaganda,Karaganda,Asia,Kazakhstan,KGF,49.67083,73.33444
Kokshetau,Kokshetau,Asia,Kazakhstan,KOV,53.316667,69.4
Kostanay,Kostanay,Asia,Kazakhstan,KSN,53.2,63.55
Kzyl-Orda,Kzyl-Orda,Asia,Kazakhstan,KZO,44.710909,65.59267
Semipalatinsk,Semipalatinsk,Asia,Kazakhstan,PLX,50.3513,80.2344
Petropavlovsk,Petropavlovsk,Asia,Kazakhstan,PPK,54.783333,69.183333
Pavlodar,Pavlodar,Asia,Kazakhstan,PWQ,52.183333,77.066667
Aktau,Aktau,Asia,Kazakhstan,SCO,43.866667,51.100001
Zaisan,Zaisan,Asia,Kazakhstan,SZI,47.7,84.866667
Taldy-Kurgan,Taldy-Kurgan,Asia,Kazakhstan,TDK,45.15,78.433333
Astana,Astana,Asia,Kazakhstan,TSE,51.166667,71.5
Ust-Kamenogorsk,Ust-Kamenogorsk,Asia,Kazakhstan,UKK,50.033333,82.5
Uralsk,Uralsk,Asia,Kazakhstan,URA,51.15,51.550001
Urdzhar,Urdzhar,Asia,Kazakhstan,UZR,47.09,81.66
Bentota River,Bentota River,Asia,Sri Lanka,BJT,6.483333,79.983333
Batticaloa,Batticaloa,Asia,Sri Lanka,BTC,7.703333,81.678611
Colombo Bandaranayake,Colombo,Asia,Sri Lanka,CMB,7.175,79.884722
Colombo Ratmalana,Colombo,Asia,Sri Lanka,RML,6.819444,79.8875
Dikwella,Dikwella,Asia,Sri Lanka,DIW,5.990751,80.73323
Sigiriya,Sigiriya,Asia,Sri Lanka,GIU,7.955889,80.728111
Gal Oya,Gal Oya,Asia,Sri Lanka,GOY,7.333333,81.616667
Hambantota International Airport,Hambantota,Asia,Sri Lanka,HRI,6.124444,81.1225
Jaffna,Jaffna,Asia,Sri Lanka,JAF,9.791667,80.075
Katugastota,Katugastota,Asia,Sri Lanka,KDZ,7.200023,80.433311
Koggala,Koggala,Asia,Sri Lanka,KCT,5.983056,80.333056
Victoria Resevour Kandy,Kandy,Asia,Sri Lanka,KDW,7.3,80.6333
Kelaniya,Kelaniya,Asia,Sri Lanka,KEZ,6.983333,79.916667
Minneriya,Minneriya,Asia,Sri Lanka,MNH,7.75,83
Nuwara Eliya,Nuwara Eliya,Asia,Sri Lanka,NUA,6.966667,80.766667
Trincomalee,Trincomalee,Asia,Sri Lanka,TRR,8.539028,81.181389
Choibalsan,Choibalsan,Asia,Mongolia,COQ,48.133333,114.9
Dalanzadgad,Dalanzadgad,Asia,Mongolia,DLZ,43.5917,104.43
Khujirt,Khujirt,Asia,Mongolia,HJT,46.9,102.766667
Khatgal,Khatgal,Asia,Mongolia,HTM,50.45,100.166667
Khovd,Khovd,Asia,Mongolia,HVD,48.016667,91.65
Altai,Altai,Asia,Mongolia,LTI,46.3764,96.2211
Moron,Moron,Asia,Mongolia,MXV,49.633333,100.166667
Ulgit,Ulgit,Asia,Mongolia,ULG,48.966667,89.966667
Ulaanbaatar,Ulaanbaatar,Asia,Mongolia,ULN,47.843056,106.766389
Ulaangom,Ulaangom,Asia,Mongolia,ULO,49.983333,92.066667
Uliastai,Uliastai,Asia,Mongolia,ULZ,47.75,96.85
Dharavandhoo Island,Dharavandhoo Island,Asia,Maldives,DRV,5.155074,73.134195
Fuvahmulak Island,Fuvahmulak Island,Asia,Maldives,FVM,-0.309117,73.433458
Gan Island,Gan Island,Asia,Maldives,GAN,-0.683333,73.166667
Hanimaadhoo,Hanimaadhoo,Asia,Maldives,HAQ,6.733333,73.15
Ifuru,Ifuru,Asia,Maldives,IFU,5.708529,73.024756
Kaadedhdhoo,Kaadedhdhoo,Asia,Maldives,KDM,0.488056,72.996944
Kadhdhoo,Kadhdhoo,Asia,Maldives,KDO,1.85917,73.5219
Velana International,Male,Asia,Maldives,MLE,4.201389,73.524444
Thimarafushi,Thimarafushi,Asia,Maldives,TMF,2.212251,73.153163
Bhadrapur,Bhadrapur,Asia,Nepal,BDP,26.533333,88.083333
Bharatpur,Bharatpur,Asia,Nepal,BHR,27.676389,84.4325
Biratnagar,Biratnagar,Asia,Nepal,BIR,26.434722,87.283333
Bhairawa,Bhairawa,Asia,Nepal,BWA,27.504167,83.42
Dhangarhi,Dhangarhi,Asia,Nepal,DHI,28.683333,80.633333
Dolpa,Dolpa,Asia,Nepal,DOP,29,82.816667
Simikot,Simikot,Asia,Nepal,IMK,29.966667,81.816667
Janakpur,Janakpur,Asia,Nepal,JKR,26.708333,85.923889
Jomsom,Jomsom,Asia,Nepal,JMO,28.783333,83.733333
Jumla,Jumla,Asia,Nepal,JUM,29.273611,82.191944
Nepalganj,Nepalganj,Asia,Nepal,KEP,28.1325,81.576389
Kathmandu,Kathmandu,Asia,Nepal,KTM,27.700556,85.363056
Lukla,Lukla,Asia,Nepal,LUA,27.683333,86.733333
Manang,Manang,Asia,Nepal,NGX,28.641696,84.086375
Pokhara,Pokhara,Asia,Nepal,PKR,28.197222,83.986111
Phaplu,Phaplu,Asia,Nepal,PPL,27.516667,86.6
Simara,Simara,Asia,Nepal,SIF,27.15946,84.98012
Surkhet,Surkhet,Asia,Nepal,SKH,28.6,81.61667
Tumling Tar,Tumling Tar,Asia,Nepal,TMI,27.3,87.2
Bahawalpur,Bahawalpur,Asia,Pakistan,BHV,29.4,71.683333
Chitral,Chitral,Asia,Pakistan,CJL,35.886111,71.794444
Dalbandin,Dalbandin,Asia,Pakistan,DBA,28.883333,64.416667
Dadu,Dadu,Asia,Pakistan,DDU,26.75,67.75
Dera Ghazi Khan,Dera Ghazi Khan,Asia,Pakistan,DEA,29.960556,70.485278
Dera Ismail Khan,Dera Ismail Khan,Asia,Pakistan,DSK,31.916667,70.9
Gilgit,Gilgit,Asia,Pakistan,GIL,35.919167,74.335833
Gwadar,Gwadar,Asia,Pakistan,GWD,25.230556,62.338889
Hyderabad,Hyderabad,Asia,Pakistan,HDD,25.322222,68.363889
Islamabad,Islamabad,Asia,Pakistan,ISB,33.613889,73.104167
Kadanwari,Kadanwari,Asia,Pakistan,KCF,27.2,69.15
Skardu,Skardu,Asia,Pakistan,KDU,35.3,75.733333
Karachi,Karachi,Asia,Pakistan,KHI,24.905556,67.156944
Lahore,Lahore,Asia,Pakistan,LHE,31.520833,74.402778
Faisalabad,Faisalabad,Asia,Pakistan,LYP,31.369167,72.998056
Mohenjodaro,Mohenjodaro,Asia,Pakistan,MJD,27.336389,68.141667
Multan,Multan,Asia,Pakistan,MUX,30.202778,71.418056
Peshawar,Peshawar,Asia,Pakistan,PEW,34,71.5
Panjgur,Panjgur,Asia,Pakistan,PJG,26.966667,64.1
Zhob,Zhob,Asia,Pakistan,PZH,31.333333,69.5
Rahim Yar Khan,Rahim Yar Khan,Asia,Pakistan,RYK,28.383889,70.279722
Sawan,Sawan,Asia,Pakistan,RZS,26.966667,68.866667
Saidu Sharif,Saidu Sharif,Asia,Pakistan,SDT,34.75,72.35
Sialkot,Sialkot,Asia,Pakistan,SKT,32.533333,74.5
Sukkur,Sukkur,Asia,Pakistan,SKZ,27.72,68.793611
Turbat,Turbat,Asia,Pakistan,TUK,25.983333,63.066667
Quetta,Quetta,Asia,Pakistan,UET,30.253611,66.936111
Nawabshah,Nawabshah,Asia,Pakistan,WNS,26.219444,68.392222
Dushanbe,Dushanbe,Asia,Tajikistan,DYU,38.55,68.823611
Kurgon-Tyube,Kurgon-Tyube,Asia,Tajikistan,KQT,37.85961,68.86117
Khudzhand,Khudzhand,Asia,Tajikistan,LBD,40.216667,69.7
Kulyab,Kulyab,Asia,Tajikistan,TJU,37.9167,69.7833
Ashgabat,Ashgabat,Asia,Turkmenistan,ASB,37.981667,58.360833
Turkmenabad,Turkmenabad,Asia,Turkmenistan,CRZ,39.083333,63.616667
Turkmenbashi,Turkmenbashi,Asia,Turkmenistan,KRW,40.083333,53.083333
Mary,Mary,Asia,Turkmenistan,MYP,37.666667,61.833333
Dashoguz,Dashoguz,Asia,Turkmenistan,TAZ,41.833333,59.966667
Andizhan,Andizhan,Asia,Uzbekistan,AZN,40.733333,72.3
Bukhara,Bukhara,Asia,Uzbekistan,BHK,39.766667,64.483333
Fergana,Fergana,Asia,Uzbekistan,FEG,40.350278,71.733611
Karshi,Karshi,Asia,Uzbekistan,KSQ,38.8,65.766667
Nukus,Nukus,Asia,Uzbekistan,NCU,42.483333,59.633333
Namangan,Namangan,Asia,Uzbekistan,NMA,40.983333,71.6
Navoiy,Navoiy,Asia,Uzbekistan,NVI,40.12183,65.176435
Samarkand,Samarkand,Asia,Uzbekistan,SKD,39.7,67
Tashkent,Tashkent,Asia,Uzbekistan,TAS,41.25,69.283333
Termez,Termez,Asia,Uzbekistan,TMJ,37.268611,67.285833
Urgench,Urgench,Asia,Uzbekistan,UGC,41.65,60.533333
Saint John's,Saint John's,Central America and the Caribbean,Antigua and Barbuda,ANU,17.141111,-61.785556
The Valley,The Valley,Central America and the Caribbean,Anguilla,AXA,18.20483,-63.05508
Oranjestad,Oranjestad,Central America and the Caribbean,Aruba,AUA,12.502222,-70.013889
Bridgetown,Bridgetown,Central America and the Caribbean,Barbados,BGI,13.072222,-59.493056
Bonaire,Bonaire,Central America and the Caribbean,Caribbean Netherlands,BON,12.134167,-68.273333
St Eustatius,St Eustatius,Central America and the Caribbean,Caribbean Netherlands,EUX,17.493056,-62.977778
Saba Island,Saba Island,Central America and the Caribbean,Caribbean Netherlands,SAB,17.65,-63.216667
Arthur's Town,Arthur's Town,Central America and the Caribbean,Bahamas,ATC,24.628611,-75.671389
Spring Point,Spring Point,Central America and the Caribbean,Bahamas,AXP,22.4418,-73.9709
Bimini International,Bimini,Central America and the Caribbean,Bahamas,BIM,25.69988,-79.26466
Bimini North SPB,Bimini,Central America and the Caribbean,Bahamas,NSB,25.775,-79.25
Crooked Island,Crooked Island,Central America and the Caribbean,Bahamas,CRI,22.75,-74.15
North Eleuthera,North Eleuthera,Central America and the Caribbean,Bahamas,ELH,25.474722,-76.685
Freeport,Freeport,Central America and the Caribbean,Bahamas,FPO,26.555278,-78.7
George Town,George Town,Central America and the Caribbean,Bahamas,GGT,23.468056,-75.7825
Governors Harbour,Governors Harbour,Central America and the Caribbean,Bahamas,GHB,25.283889,-76.330833
Inagua,Inagua,Central America and the Caribbean,Bahamas,IGA,20.983333,-73.666667
Long Island,Long Island,Central America and the Caribbean,Bahamas,LGI,23.179444,-75.090556
Marsh Harbour,Marsh Harbour,Central America and the Caribbean,Bahamas,MHH,26.511111,-77.084722
Mayaguana,Mayaguana,Central America and the Caribbean,Bahamas,MYG,22.376667,-73.018333
Nassau International,Nassau,Central America and the Caribbean,Bahamas,NAS,25.040556,-77.471944
Rum Cay,Rum Cay,Central America and the Caribbean,Bahamas,RCY,23.666667,-74.966667
Rock Sound,Rock Sound,Central America and the Caribbean,Bahamas,RSD,24.89523,-76.17062
San Andros,San Andros,Central America and the Caribbean,Bahamas,SAQ,25.05,-78.05
Stella Maris,Stella Maris,Central America and the Caribbean,Bahamas,SML,23.583333,-75.268056
The Bight,The Bight,Central America and the Caribbean,Bahamas,TBI,24.315,-75.453611
Treasure Cay,Treasure Cay,Central America and the Caribbean,Bahamas,TCB,26.735,-77.372222
South Andros,South Andros,Central America and the Caribbean,Bahamas,TZN,24.165,-77.585278
San Salvador,San Salvador,Central America and the Caribbean,Bahamas,ZSA,24.06,-74.533056
Belmopan,Belmopan,Central America and the Caribbean,Belize,BCV,17.266667,-88.783333
Belize City Philip S.W.Goldson Int,Belize City,Central America and the Caribbean,Belize,BZE,17.536111,-88.31
Belize City Municipal,Belize City,Central America and the Caribbean,Belize,TZA,17.516063,-88.194702
Caye Caulker,Caye Caulker,Central America and the Caribbean,Belize,CUK,17.7347,-88.0325
Caye Chapel,Caye Chapel,Central America and the Caribbean,Belize,CYC,17.666667,-88.833333
Corozal,Corozal,Central America and the Caribbean,Belize,CZH,18.383229,-88.411424
Dangriga,Dangriga,Central America and the Caribbean,Belize,DGA,16.98251,-88.23099
Independence,Independence,Central America and the Caribbean,Belize,INB,16.5346,-88.44149
Orange Walk,Orange Walk,Central America and the Caribbean,Belize,ORZ,17.166667,-88.75
Placencia,Placencia,Central America and the Caribbean,Belize,PLJ,16.533346,-88.35336
Punta Gorda,Punta Gorda,Central America and the Caribbean,Belize,PND,16.1,-88.816667
San Pedro,San Pedro,Central America and the Caribbean,Belize,SPR,17.911111,-87.968611
San Ignacio Cayo,San Ignacio,Central America and the Caribbean,Belize,CYD,17.160125,-89.06
Silver Creek,Silver Creek,Central America and the Caribbean,Belize,SVK,16.433333,-88.2
Buenos Aires,Buenos Aires,Central America and the Caribbean,Costa Rica,BAI,9.166667,-83.333333
Drake Bay,Drake Bay,Central America and the Caribbean,Costa Rica,DRK,8.700499,-83.622437
Fortuna,Fortuna,Central America and the Caribbean,Costa Rica,FON,10.4,-84.483333
Golfito,Golfito,Central America and the Caribbean,Costa Rica,GLF,8.651389,-83.180833
Limon,Limon,Central America and the Caribbean,Costa Rica,LIO,9.955833,-83.021111
Liberia,Liberia,Central America and the Caribbean,Costa Rica,LIR,10.589722,-85.55
Nosara Beach,Nosara Beach,Central America and the Caribbean,Costa Rica,NOB,9.97649,-85.653
Punta Islita,Punta Islita,Central America and the Caribbean,Costa Rica,PBP,9.85611,-85.3708
Puerto Jimenez,Puerto Jimenez,Central America and the Caribbean,Costa Rica,PJM,8.583333,-83.333333
Palmar,Palmar,Central America and the Caribbean,Costa Rica,PMZ,8.953056,-83.470278
San Jose Juan Santamaria,San Jose,Central America and the Caribbean,Costa Rica,SJO,10,-84.2
San Jose Tobias Bolanos,San Jose,Central America and the Caribbean,Costa Rica,SYQ,9.95705,-84.1398
Tambor,Tambor,Central America and the Caribbean,Costa Rica,TMU,9.733333,-85.016667
Tamarindo,Tamarindo,Central America and the Caribbean,Costa Rica,TNO,10.31495,-85.81541
Tortuquero,Tortuquero,Central America and the Caribbean,Costa Rica,TTQ,10.566667,-83.516667
Quepos,Quepos,Central America and the Caribbean,Costa Rica,XQP,9.45,-84.15
Las Brujas,Cayo Las Brujas,Central America and the Caribbean,Cuba,BWW,22.621111,-79.147222
Baracoa,Baracoa,Central America and the Caribbean,Cuba,BCA,20.36532,-74.50621
Bayamo,Bayamo,Central America and the Caribbean,Cuba,BYM,20.4,-76.61667
Cayo Coco,Cayo Coco,Central America and the Caribbean,Cuba,CCC,22.5125,-78.508333
Cienfuegos,Cienfuegos,Central America and the Caribbean,Cuba,CFG,22.15,-80.414167
Camaguey,Camaguey,Central America and the Caribbean,Cuba,CMW,21.42043,-77.84743
Cayo Largo Del Sur,Cayo Largo Del Sur,Central America and the Caribbean,Cuba,CYO,21.61645,-81.54599
Guantanamo Los Canos,Guantanamo,Central America and the Caribbean,Cuba,GAO,20.084722,-75.158611
Nueva Gerona,Nueva Gerona,Central America and the Caribbean,Cuba,GER,21.8375,-82.78
Havana,Havana,Central America and the Caribbean,Cuba,HAV,22.989444,-82.4075
Holguin,Holguin,Central America and the Caribbean,Cuba,HOG,20.785278,-76.315
Moa,Moa,Central America and the Caribbean,Cuba,MOA,20.65411,-74.92211
Manzanillo,Manzanillo,Central America and the Caribbean,Cuba,MZO,20.286389,-77.093889
Santiago,Santiago,Central America and the Caribbean,Cuba,SCU,19.969167,-75.835833
Santa Clara,Santa Clara,Central America and the Caribbean,Cuba,SNU,22.491944,-79.941944
Havana,Havana,Central America and the Caribbean,Cuba,UPB,23.032778,-82.579444
Varadero,Varadero,Central America and the Caribbean,Cuba,VRA,23.034444,-81.435278
Las Tunas,Las Tunas,Central America and the Caribbean,Cuba,VTU,20.98764,-76.9358
Curacao,Curacao,Central America and the Caribbean,Curacao,CUR,12.194167,-68.960556
Dominica Cane Field,Dominica,Central America and the Caribbean,Dominica,DCF,15.336667,-61.391944
Dominica Melville Hall,Dominica,Central America and the Caribbean,Dominica,DOM,15.548216,-61.300449
La Romana,La Romana,Central America and the Caribbean,Dominican Republic,LRM,18.45258,-68.909383
Puerto Plata,Puerto Plata,Central America and the Caribbean,Dominican Republic,POP,19.757778,-70.57
Punta Cana,Punta Cana,Central America and the Caribbean,Dominican Republic,PUJ,18.566667,-68.383333
Samana,Samana,Central America and the Caribbean,Dominican Republic,AZS,19.27,-69.7375
La Isabela International,Santo Domingo,Central America and the Caribbean,Dominican Republic,JBQ,18.575731,-69.98144
Santo Domingo Las Americas,Santo Domingo,Central America and the Caribbean,Dominican Republic,SDQ,18.429167,-69.669167
Santiago,Santiago,Central America and the Caribbean,Dominican Republic,STI,19.469167,-70.700278
St. George,St. George,Central America and the Caribbean,Grenada,GND,12.004167,-61.786111
Marie Galante,Marie Galante,Central America and the Caribbean,Guadeloupe,GBJ,15.866667,-61.266667
Pointe-a-Pitre,Pointe-a-Pitre,Central America and the Caribbean,Guadeloupe,PTP,16.2675,-61.526389
St Martin Esperance,St Martin,Central America and the Caribbean,Guadeloupe,SFG,18.099722,-63.047222
Flores,Flores,Central America and the Caribbean,Guatemala,FRS,16.916667,-89.883333
Guatemala City,Guatemala City,Central America and the Caribbean,Guatemala,GUA,14.581944,-90.5275
Puerto Barrios,Puerto Barrios,Central America and the Caribbean,Guatemala,PBR,15.723056,-88.606111
Retalhuleu,Retalhuleu,Central America and the Caribbean,Guatemala,RER,14.520278,-91.696944
Brus Laguna,Brus Laguna,Central America and the Caribbean,Honduras,BHG,15.734722,-84.543333
Guanaja,Guanaja,Central America and the Caribbean,Honduras,GJA,16.445,-85.9058
Gualaco,Gualaco,Central America and the Caribbean,Honduras,GUO,15.116667,-86.133333
La Ceiba,La Ceiba,Central America and the Caribbean,Honduras,LCE,15.740556,-86.857222
Puerto Lempira,Puerto Lempira,Central America and the Caribbean,Honduras,PEU,15.216667,-83.766667
Roatan,Roatan,Central America and the Caribbean,Honduras,RTB,16.316667,-86.516667
Copan,Copan,Central America and the Caribbean,Honduras,RUY,15,-88
San Pedro Sula,San Pedro Sula,Central America and the Caribbean,Honduras,SAP,15.452778,-87.923611
Tela,Tela,Central America and the Caribbean,Honduras,TEA,15.771667,-87.487778
Tegucigalpa,Tegucigalpa,Central America and the Caribbean,Honduras,TGU,14.059722,-87.2175
Utila,Utila,Central America and the Caribbean,Honduras,UII,16.091667,-86.8875
Cap Haitien,Cap Haitien,Central America and the Caribbean,Haiti,CAP,19.732778,-72.195
Port Au Prince,Port Au Prince,Central America and the Caribbean,Haiti,PAP,18.58,-72.2925
Kingston Norman Manley,Kingston,Central America and the Caribbean,Jamaica,KIN,17.935556,-76.7875
Kingston Tinson,Kingston,Central America and the Caribbean,Jamaica,KTP,17.9875,-76.823333
Montego Bay,Montego Bay,Central America and the Caribbean,Jamaica,MBJ,18.501944,-77.9125
Nevis,Nevis,Central America and the Caribbean,Saint Kitts and Nevis,NEV,17.205,-62.5925
Basseterre,Basseterre,Central America and the Caribbean,Saint Kitts and Nevis,SKB,17.308056,-62.721389
Cayman Brac Is,Cayman Brac Is,Central America and the Caribbean,Cayman Islands,CYB,19.686667,-79.8875
Grand Cayman Island,Grand Cayman Island,Central America and the Caribbean,Cayman Islands,GCM,19.2925,-81.358056
Little Cayman,Little Cayman,Central America and the Caribbean,Cayman Islands,LYB,19.666667,-80.083333
St Lucia Vigie,Castries,Central America and the Caribbean,Saint Lucia,SLU,14.019167,-60.992778
St Lucia Hewanorra,Castries,Central America and the Caribbean,Saint Lucia,UVF,13.735556,-60.952222
Fort De France,Fort De France,Central America and the Caribbean,Martinique,FDF,14.589722,-61.006111
Montserrat,Montserrat,Central America and the Caribbean,Montserrat,MNI,16.75,-62.233333
Bluefields,Bluefields,Central America and the Caribbean,Nicaragua,BEF,11.996944,-83.768611
Bonanza,Bonanza,Central America and the Caribbean,Nicaragua,BZA,13.95,-84.6
Costa Esmeralda,Rivas,Central America and the Caribbean,Nicaragua,ECI,11.435385,-86.043562
Managua,Managua,Central America and the Caribbean,Nicaragua,MGA,12.141111,-86.168611
San Carlos,San Carlos,Central America and the Caribbean,Nicaragua,NCR,11.1334,-84.77
Puerto Cabezas,Puerto Cabezas,Central America and the Caribbean,Nicaragua,PUZ,14.045278,-83.383611
Corn Island,Corn Island,Central America and the Caribbean,Nicaragua,RNI,12.15,-83.066667
Siuna,Siuna,Central America and the Caribbean,Nicaragua,SIU,13.727222,-84.777778
Waspam,Waspam,Central America and the Caribbean,Nicaragua,WSP,14.683333,-84.016667
Achutupo,Achutupo,Central America and the Caribbean,Panama,ACU,9.190904,-77.993778
Bahia Pinas,Bahia Pinas,Central America and the Caribbean,Panama,BFQ,7.583333,-78.166667
Balboa,Balboa,Central America and the Caribbean,Panama,BLB,8.973056,-79.5575
Bocas Del Toro,Bocas Del Toro,Central America and the Caribbean,Panama,BOC,9.34,-82.251944
Changuinola,Changuinola,Central America and the Caribbean,Panama,CHX,9.458311,-82.515714
Chitre,Chitre,Central America and the Caribbean,Panama,CTD,7.966667,-80.433333
David,David,Central America and the Caribbean,Panama,DAV,8.383333,-82.433333
Jaque,Jaque,Central America and the Caribbean,Panama,JQE,7.51778,-78.1572
Mulatupo,Mulatupo,Central America and the Caribbean,Panama,MPP,9,-77.866667
Ustupo Ogobsucum,Ustupo Island,Central America and the Caribbean,Panama,OGM,9.136465,-77.932618
Contadora,Contadora,Central America and the Caribbean,Panama,OTD,8.62876,-79.0347
Panama City Paitilla,Panama City,Central America and the Caribbean,Panama,PAC,8.97334,-79.55558
Panama City Tocumen International,Panama City,Central America and the Caribbean,Panama,PTY,9.083333,-79.383333
Puerto Obaldia,Puerto Obaldia,Central America and the Caribbean,Panama,PUE,8.667222,-77.418333
Playon Chico,Playon Chico,Central America and the Caribbean,Panama,PYC,9.574444,-79.605833
Scarlett Martinez International ,Rio Hato,Central America and the Caribbean,Panama,RIH,8.2233,-80.074
San Jose Island,San Jose Island,Central America and the Caribbean,Panama,SIC,8.263402,-79.080076
Aguadilla,Aguadilla,Central America and the Caribbean,Puerto Rico,BQN,18.495833,-67.13
Ceiba,Ceiba,Central America and the Caribbean,Puerto Rico,TJR,18.245143,-65.643375
Culebra,Culebra,Central America and the Caribbean,Puerto Rico,CPX,18.3,-65.316667
Mayaguez,Mayaguez,Central America and the Caribbean,Puerto Rico,MAZ,18.257778,-67.148889
Roosevelt Roads,Roosevelt Roads,Central America and the Caribbean,Puerto Rico,NRR,18.25,-65.638889
Ponce,Ponce,Central America and the Caribbean,Puerto Rico,PSE,18.010833,-66.563611
San Juan Isla Grande,San Juan,Central America and the Caribbean,Puerto Rico,SIG,18.458889,-66.102778
San Juan Luis Munoz Marin,San Juan,Central America and the Caribbean,Puerto Rico,SJU,18.44,-66.002222
Vieques,Vieques,Central America and the Caribbean,Puerto Rico,VQS,18.114167,-65.4225
San Salvador,San Salvador,Central America and the Caribbean,El Salvador,SAL,13.441883,-89.053974
St Maarten,St Maarten,Central America and the Caribbean,St Maarten,SXM,18.043611,-63.111944
Grand Turk Is,Grand Turk Is,Central America and the Caribbean,Turks and Caicos Islands,GDT,21.4445,-71.1423
Providenciales,Providenciales,Central America and the Caribbean,Turks and Caicos Islands,PLS,21.769167,-72.268333
Salt Cay,Salt Cay,Central America and the Caribbean,Turks and Caicos Islands,SLX,21.333333,-71.201667
South Caicos,South Caicos,Central America and the Caribbean,Turks and Caicos Islands,XSC,21.515833,-71.529722
Port Of Spain,Port Of Spain,Central America and the Caribbean,Trinidad and Tobago,POS,10.6,-61.35
Tobago,Tobago,Central America and the Caribbean,Trinidad and Tobago,TAB,11.146389,-60.836667
Kingstown,Kingstown,Central America and the Caribbean,Saint Vincent and the Grenadines,SVD,13.143845,-61.210885
Beef Island,Beef Island,Central America and the Caribbean,British Virgin Islands,EIS,18.443889,-64.542778
Anegada,Anegada,Central America and the Caribbean,British Virgin Islands,NGD,18.716667,-64.3
Virgin Gorda,Virgin Gorda,Central America and the Caribbean,British Virgin Islands,VIJ,18.445456,-64.428077
Saint Thomas Cyril E King,Saint Thomas,Central America and the Caribbean,US Virgin Islands,STT,18.3375,-64.969444
St Croix Island SPB,St Croix Island,Central America and the Caribbean,US Virgin Islands,SSB,17.749402,-64.69986
Henry E. Rohlsen,St Croix Island,Central America and the Caribbean,US Virgin Islands,STX,17.701944,-64.798611
Tirana,Tirana,Europe,Albania,TIA,41.416944,19.716667
Graz,Graz,Europe,Austria,GRZ,46.993333,15.44
Innsbruck,Innsbruck,Europe,Austria,INN,47.260833,11.347222
Klagenfurt,Klagenfurt,Europe,Austria,KLU,46.643056,14.341667
Linz,Linz,Europe,Austria,LNZ,48.234444,14.193611
Salzburg,Salzburg,Europe,Austria,SZG,47.793056,13.005556
Vienna,Vienna,Europe,Austria,VIE,48.1221,16.55751
Banja Luka,Banja Luka,Europe,Bosnia and Herzegovina,BNX,44.933333,17.3
Mostar,Mostar,Europe,Bosnia and Herzegovina,OMO,43.285556,17.846667
Sarajevo International,Sarajevo,Europe,Bosnia and Herzegovina,SJJ,43.818889,18.338056
