Airport,Airport_ID,City,Continent,Country,IATA/FAA,Latitude,Longitude
Masset,2569,Masset,North America,Canada,ZMT,54.0275,-132.125278
Sachigo Lake,2570,Sachigo Lake,North America,Canada,ZPB,53.891111,-92.196389
Round Lake,2571,Round Lake,North America,Canada,ZRJ,52.943611,-91.312778
Sandy Lake,2572,Sandy Lake,North America,Canada,ZSJ,53.064167,-93.34444
Tete-a-La-Baleine,2573,Tete-a-La-Baleine,North America,Canada,ZTB,50.674444,-59.383611
Shamattawa,2574,Shamattawa,North America,Canada,ZTM,55.865556,-92.081389
Churchill Falls,2575,Churchill Falls,North America,Canada,ZUM,53.561944,-64.106389
Wollaston Lake,2576,Wollaston Lake,North America,Canada,ZWL,58.106729,-103.173294
Acapulco,2577,Acapulco,North America,Mexico,ACA,16.755556,-99.766944
Aguascalientes,2578,Aguascalientes,North America,Mexico,AGU,21.7,-102.316667
Silao,2579,Silao,North America,Mexico,BJX,20.987847,-101.47831
Ciudad Obregon,2580,Ciudad Obregon,North America,Mexico,CEN,27.391944,-109.839167
Ciudad Juarez,2581,Ciudad Juarez,North America,Mexico,CJS,31.63599,-106.42902
Colima,2582,Colima,North America,Mexico,CLQ,19.276944,-103.5775
Ciudad Del Carmen,2583,Ciudad Del Carmen,North America,Mexico,CME,18.65,-91.8
Campeche,2584,Campeche,North America,Mexico,CPE,19.835,-90.509444
Chetumal,2585,Chetumal,North America,Mexico,CTM,18.504667,-88.326847
Culiacan,2586,Culiacan,North America,Mexico,CUL,24.764444,-107.474168
Cancun,2587,Cancun,North America,Mexico,CUN,21.033333,-86.866667
Chihuahua,2588,Chihuahua,North America,Mexico,CUU,28.702778,-105.964444
Cuernavaca,2589,Cuernavaca,North America,Mexico,CVJ,18.835,-99.262222
Ciudad Victoria,2590,Ciudad Victoria,North America,Mexico,CVM,23.713889,-98.965278
Cozumel,2591,Cozumel,North America,Mexico,CZM,20.516667,-86.933333
Durango,2592,Durango,North America,Mexico,DGO,24.125,-104.525
Guadalajara,2593,Guadalajara,North America,Mexico,GDL,20.523889,-103.3125
Guaymas,2594,Guaymas,North America,Mexico,GYM,27.955556,-110.930556
Hermosillo,2595,Hermosillo,North America,Mexico,HMO,29.096389,-111.046111
Huatulco,2596,Huatulco,North America,Mexico,HUX,15.768333,-96.235556
Ixtepec,2597,Ixtepec,North America,Mexico,IZT,16.569167,-95.108333
La Paz,2598,La Paz,North America,Mexico,LAP,24.125556,-110.298333
Los Mochis,2599,Los Mochis,North America,Mexico,LMM,25.685278,-109.080833
Loreto,2600,Loreto,North America,Mexico,LTO,25.983333,-111.35
Lazaro Cardenas,2601,Lazaro Cardenas,North America,Mexico,LZC,18,-102.216667
Matamoros,2602,Matamoros,North America,Mexico,MAM,25.770278,-97.523611
Mexico City Juarez International,2603,Mexico City,North America,Mexico,MEX,19.435278,-99.072778
Merida,2604,Merida,North America,Mexico,MID,20.933333,-89.65
Morelia,2605,Morelia,North America,Mexico,MLM,19.833333,-101.016667
Minatitlan,2606,Minatitlan,North America,Mexico,MTT,18.103333,-94.580556
Monterrey Gen Mariano Escobedo,2607,Monterrey,North America,Mexico,MTY,25.766667,-100.1
Mexicali,2608,Mexicali,North America,Mexico,MXL,32.633333,-115.233333
Mazatlan,2609,Mazatlan,North America,Mexico,MZT,23.166837,-106.27028
Nuevo Laredo,2610,Nuevo Laredo,North America,Mexico,NLD,27.434722,-99.566667
Oaxaca,2611,Oaxaca,North America,Mexico,OAX,17,-96.733333
Poza Rica,2612,Poza Rica,North America,Mexico,PAZ,20.602778,-97.460833
Puebla,2613,Puebla,North America,Mexico,PBC,19.135,-98.3675
Piedras Negras,2614,Piedras Negras,North America,Mexico,PDS,28.628377,-100.534086
Pinotepa Nacional,2615,Pinotepa Nacional,North America,Mexico,PNO,16.3425,-98.069444
Palenque,2616,Palenque,North America,Mexico,PQM,17.531767,-91.996422
Puerto Vallarta,2617,Puerto Vallarta,North America,Mexico,PVR,20.686667,-105.265
Puerto Escondido,2618,Puerto Escondido,North America,Mexico,PXM,15.865581,-97.069359
Queretaro,2619,Queretaro,North America,Mexico,QRO,20.62,-100.190001
Reynosa,2620,Reynosa,North America,Mexico,REX,26.0125,-98.23
San Felipe,2621,San Felipe,North America,Mexico,SFH,30.9302,-114.809
San Jose Cabo,2622,San Jose Cabo,North America,Mexico,SJD,23.166667,-109.7
San Luis Potosi,2623,San Luis Potosi,North America,Mexico,SLP,22.177222,-100.988333
Saltillo,2624,Saltillo,North America,Mexico,SLW,25.55,-100.916667
Tampico,2625,Tampico,North America,Mexico,TAM,22.297514,-97.866383
Tapachula,2626,Tapachula,North America,Mexico,TAP,14.794444,-92.37
Tuxtla Gutierrez,2627,Tuxtla Gutierrez,North America,Mexico,TGZ,16.561944,-93.026111
Tijuana,2628,Tijuana,North America,Mexico,TIJ,32.541389,-116.970278
Toluca,2629,Toluca,North America,Mexico,TLC,19.336944,-99.566111
Tepic,2630,Tepic,North America,Mexico,TPQ,21.419444,-104.8425
Torreon,2631,Torreon,North America,Mexico,TRC,25.568333,-103.410833
Uruapan,2632,Uruapan,North America,Mexico,UPN,19.411111,-102.047222
Veracruz,2633,Veracruz,North America,Mexico,VER,19.15,-96.183333
Villahermosa,2634,Villahermosa,North America,Mexico,VSA,17.996944,-92.8175
Zacatecas,2635,Zacatecas,North America,Mexico,ZCL,22.897222,-102.686944
Ixtapa / Zihuatanejo,2636,Ixtapa / Zihuatanejo,North America,Mexico,ZIH,17.643333,-101.555278
Manzanillo,2637,Manzanillo,North America,Mexico,ZLO,19.144778,-104.558631
St Pierre,2638,St Pierre,North America,St. Pierre and Miquelon,FSP,46.786897,-56.200562
Allentown,2639,Allentown,North America,United States,ABE,40.654722,-75.438333
Abilene Municipal,2640,Abilene,North America,United States,ABI,32.409444,-99.679722
Ambler,2641,Ambler,North America,United States,ABL,67.0875,-157.845833
Albuquerque,2642,Albuquerque,North America,United States,ABQ,35.042084,-106.609268
Aberdeen,2643,Aberdeen,North America,United States,ABR,45.4525,-98.426111
Albany Dougherty County,2644,Albany,North America,United States,ABY,31.532222,-84.196111
Nantucket,2645,Nantucket,North America,United States,ACK,41.256667,-70.059722
Waco Municipal,2646,Waco,North America,United States,ACT,31.607778,-97.230278
Arcata,2647,Arcata,North America,United States,ACV,40.979167,-124.1075
Adak Island,2648,Adak Island,North America,United States,ADK,51.882778,-176.644722
Kodiak,2649,Kodiak,North America,United States,ADQ,57.754167,-152.483333
Camp Springs Andrews AFB,2650,Camp Springs,North America,United States,ADW,38.816667,-76.866667
Allakaket,2651,Allakaket,North America,United States,AET,66.561667,-152.658333
Alexandria Internation,2652,Alexandria,North America,United States,AEX,31.333333,-92.55
Alexandria Esler Field,2653,Alexandria,North America,United States,ESF,31.395,-92.296944
Angoon,2654,Angoon,North America,United States,AGN,57.503889,-134.583333
Augusta Bush Field,2655,Augusta,North America,United States,AGS,33.366389,-81.966944
Athens Ben Epps,2656,Athens,North America,United States,AHN,33.9483,-83.3269
Alliance,2657,Alliance,North America,United States,AIA,42.050567,-102.806625
Wainwright,2658,Wainwright,North America,United States,AIN,70.633333,-160.033333
Atlantic City International,2659,Atlantic City,North America,United States,ACY,39.45,-74.583333
Atka,2660,Atka,North America,United States,AKB,52.217222,-174.200833
Akiak,2661,Akiak,North America,United States,AKI,60.905556,-161.223333
Akhiok,2662,Akhiok,North America,United States,AKK,56.944444,-154.166667
King Salmon,2663,King Salmon,North America,United States,AKN,58.668611,-156.635556
Anaktuvuk,2664,Anaktuvuk,North America,United States,AKP,68.1375,-151.74
Akron / Canton Regional,2665,Akron,North America,United States,CAK,40.913889,-81.441667
Albany,2666,Albany,North America,United States,ALB,42.745833,-73.805278
Waterloo,2667,Waterloo,North America,United States,ALO,42.556111,-92.399722
Alamosa,2668,Alamosa,North America,United States,ALS,37.436975,-105.865288
Walla Walla,2669,Walla Walla,North America,United States,ALW,46.094722,-118.291111
Alitak,2670,Alitak,North America,United States,ALZ,56.895833,-154.245833
Amarillo International,2671,Amarillo,North America,United States,AMA,35.221082,-101.705589
Anchorage International,2672,Anchorage,North America,United States,ANC,61.169167,-149.985278
Aniak,2673,Aniak,North America,United States,ANI,61.566667,-159.533333
Anvik,2674,Anvik,North America,United States,ANV,62.647778,-160.188889
Martinsburg,2675,Martinsburg,North America,United States,AOO,40.297222,-78.32
Amook,2676,Amook,North America,United States,AOS,57.466667,-153.833333
Naples,2677,Naples,North America,United States,APF,26.152778,-81.775278
Alpena,2678,Alpena,North America,United States,APN,45.081667,-83.555833
Arctic Village,2679,Arctic Village,North America,United States,ARC,68.1375,-145.524444
Watertown,2680,Watertown,North America,United States,ART,43.990833,-76.021389
Aspen,2681,Aspen,North America,United States,ASE,39.224275,-106.86985
Atqasuk,2682,Atqasuk,North America,United States,ATK,70.5,-157.333333
Atlanta Hartsfield-Jackson,2683,Atlanta,North America,United States,ATL,33.640833,-84.427222
Atlanta De Kalb / Peachtree,2684,Atlanta,North America,United States,PDK,33.87737,-84.30456
Atmautluak,2685,Atmautluak,North America,United States,ATT,60.866944,-162.2675
Appleton,2686,Appleton,North America,United States,ATW,44.258889,-88.521111
Watertown,2687,Watertown,North America,United States,ATY,44.908889,-97.154167
Augusta,2688,Augusta,North America,United States,AUG,44.318056,-69.796667
Alakanuk,2689,Alakanuk,North America,United States,AUK,62.689167,-164.610833
Austin-Bergstrom,2690,Austin,North America,United States,AUS,30.2,-97.666667
Wausau Central Wisconsin,2691,Wausau,North America,United States,CWA,44.782222,-89.659167
Asheville,2692,Asheville,North America,United States,AVL,35.435,-82.541111
Wilkes-Barre International,2693,Wilkes-Barre,North America,United States,AVP,41.339167,-75.725833
Kalamazoo,2694,Kalamazoo,North America,United States,AZO,42.236389,-85.553611
Baker Island,2695,Baker Island,North America,United States,BAR,55.333333,-133.6
Bethel,2696,Bethel,North America,United States,BET,60.784444,-161.831389
Bradford,2697,Bradford,North America,United States,BFD,41.802222,-78.639444
Scottsbluff,2698,Scottsbluff,North America,United States,BFF,41.873907,-103.595924
Bakersfield,2699,Bakersfield,North America,United States,BFL,35.43,-119.052222
Binghamton,2700,Binghamton,North America,United States,BGM,42.201389,-75.969167
Bangor,2701,Bangor,North America,United States,BGR,44.807778,-68.827778
Bar Harbor,2702,Bar Harbor,North America,United States,BHB,44.448889,-68.361667
Birmingham,2703,Birmingham,North America,United States,BHM,33.563056,-86.755556
Block Island,2704,Block Island,North America,United States,BID,41.166667,-71.579167
Billings,2705,Billings,North America,United States,BIL,45.810376,-108.548012
Bismarck,2706,Bismarck,North America,United States,BIS,46.772778,-100.745833
Bemidji,2707,Bemidji,North America,United States,BJI,47.509722,-94.934722
Buckland,2708,Buckland,North America,United States,BKC,65.978889,-161.126667
Beckley,2709,Beckley,North America,United States,BKW,37.781944,-81.124167
Boulder City,2710,Boulder City,North America,United States,BLD,35.9833,-114.8333
Bellingham,2711,Bellingham,North America,United States,BLI,48.794444,-122.534722
Belleville,2712,Belleville,North America,United States,BLV,38.542594,-89.853058
Bloomington-Normal,2713,Bloomington-Normal,North America,United States,BMI,40.481944,-88.9275
Nashville,2714,Nashville,North America,United States,BNA,36.126667,-86.681944
Boone,2715,Boone,North America,United States,BNW,42.066667,-93.883333
Boise,2716,Boise,North America,United States,BOI,43.562481,-116.226425
Boston Logan International,2717,Boston,North America,United States,BOS,42.365,-71.005278
Beaumont Jefferson County,2718,Beaumont,North America,United States,BPT,29.950833,-94.02
Brainerd,2719,Brainerd,North America,United States,BRD,46.397222,-94.1375
Burlington,2720,Burlington,North America,United States,BRL,40.786111,-91.123333
Brownsville,2721,Brownsville,North America,United States,BRO,25.908889,-97.423333
Barrow Wiley Post / W.Rogers M,2722,Barrow,North America,United States,BRW,71.283333,-156.769444
Barter Island,2723,Barter Island,North America,United States,BTI,70.134722,-143.578333
Butte,2724,Butte,North America,United States,BTM,45.951111,-112.493889
Baton Rouge Ryan,2725,Baton Rouge,North America,United States,BTR,30.531667,-91.150556
Bettles,2726,Bettles,North America,United States,BTT,66.915278,-151.526389
Burlington,2727,Burlington,North America,United States,BTV,44.472778,-73.153056
Buffalo Niagara,2728,Buffalo,North America,United States,BUF,42.941111,-78.736389
Burbank,2729,Burbank,North America,United States,BUR,34.2,-118.357778
Baltimore Glenn L Martin,2730,Baltimore,North America,United States,MTN,39.321667,-76.411667
Blytheville Municipal,2731,Blytheville,North America,United States,HKA,35.94035,-89.83064
Bozeman,2732,Bozeman,North America,United States,BZN,45.77782,-111.151772
Columbia Metropolitan,2733,Columbia,North America,United States,CAE,33.936389,-81.115833
Fort Chaffee,2734,Fort Chaffee,North America,United States,CCA,35.316667,-94.3
Concord,2735,Concord,North America,United States,CCR,37.988889,-122.055556
Cold Bay,2736,Cold Bay,North America,United States,CDB,55.199722,-162.719722
Cedar City,2737,Cedar City,North America,United States,CDC,37.701479,-113.097382
Chadron,2738,Chadron,North America,United States,CDR,42.835192,-103.097076
Cordova Mudhole Smith,2739,Cordova,North America,United States,CDV,60.493056,-145.47
Cordova City,2740,Cordova,North America,United States,CKU,60.55,-145.75
Crescent City,2741,Crescent City,North America,United States,CEC,41.78,-124.235833
Central,2742,Central,North America,United States,CEM,65.574722,-144.781944
Cortez,2743,Cortez,North America,United States,CEZ,37.302733,-108.628006
Craig,2744,Craig,North America,United States,CGA,55.479167,-133.146111
Cape Girardeau,2745,Cape Girardeau,North America,United States,CGI,37.223611,-89.571667
Chattanooga,2746,Chattanooga,North America,United States,CHA,35.036389,-85.203611
Chicago Gary Regional,2747,Chicago,North America,United States,GYY,41.616667,-87.416667
Chicago Midway,2748,Chicago,North America,United States,MDW,41.785,-87.751944
Chicago O'Hare International,2749,Chicago,North America,United States,ORD,41.978056,-87.906111
Chicago Rockford,2750,Chicago,North America,United States,RFD,42.195278,-89.097222
Charlottesville,2751,Charlottesville,North America,United States,CHO,38.141389,-78.453056
Charleston,2752,Charleston,North America,United States,CHS,32.899167,-80.038889
Chuathbaluk,2753,Chuathbaluk,North America,United States,CHU,61.833333,-159
Chico,2754,Chico,North America,United States,CIC,39.795833,-121.856667
Cedar Rapids,2755,Cedar Rapids,North America,United States,CID,41.884444,-91.706111
Chalkyitsik,2756,Chalkyitsik,North America,United States,CIK,66.648056,-143.729167
El Cajon,2757,El Cajon,North America,United States,CJN,32.8,-116.966667
Clarksburg,2758,Clarksburg,North America,United States,CKB,39.295556,-80.229444
Crooked Creek,2759,Crooked Creek,North America,United States,CKD,61.870833,-158.100833
Chicken,2760,Chicken,North America,United States,CKX,64.067778,-141.949167
Cleveland Burke Lakefront,2761,Cleveland,North America,United States,BKL,41.516944,-81.683333
Cleveland Hopkins International,2762,Cleveland,North America,United States,CLE,41.411944,-81.848056
College Station,2763,College Station,North America,United States,CLL,30.589444,-96.364444
Port Angeles,2764,Port Angeles,North America,United States,CLM,48.118889,-123.493611
Clarks Point,2765,Clarks Point,North America,United States,CLP,58.843056,-158.543056
Calipatria,2766,Calipatria,North America,United States,CLR,33.133333,-115.516667
Charlotte Douglas,2767,Charlotte,North America,United States,CLT,35.219167,-80.935833
St. Pete–Clearwater International,2768,Clearwater,North America,United States,PIE,27.916667,-82.683333
Port Columbus,2769,Columbus,North America,United States,CMH,39.991111,-82.878333
Columbus Rickenbacker,2770,Columbus,North America,United States,LCK,39.816667,-82.933333
Champaign,2771,Champaign,North America,United States,CMI,40.039722,-88.279722
Hancock,2772,Hancock,North America,United States,CMX,47.167778,-88.486389
Carlsbad,2773,Carlsbad,North America,United States,CNM,32.337222,-104.262778
Moab,2774,Moab,North America,United States,CNY,38.759444,-109.746112
Cody / Yellowstone,2775,Cody / Yellowstone,North America,United States,COD,44.519031,-109.025917
Colorado Springs Peterson Field,2776,Colorado Springs,North America,United States,COS,38.803865,-104.70108
Columbia,2777,Columbia,North America,United States,COU,38.813611,-92.219167
Casper,2778,Casper,North America,United States,CPR,42.903382,-106.462669
Corpus Christi International,2779,Corpus Christi,North America,United States,CRP,27.772222,-97.501389
Charleston,2780,Charleston,North America,United States,CRW,38.372778,-81.593056
Columbus Metropolitain,2781,Columbus,North America,United States,CSG,32.513815,-84.941483
San Luis Obispo County,2782,San Luis Obispo,North America,United States,SBP,35.236667,-120.639167
Cincinnati Northern Kentucky,2783,Cincinnati,North America,United States,CVG,39.047778,-84.668611
Cincinnati Municipal,2784,Cincinnati,North America,United States,LUK,39.033333,-84.666667
Clovis Municipal,2785,Clovis,North America,United States,CVN,34.427302,-103.079224
Coldfoot,2786,Coldfoot,North America,United States,CXF,67.266667,-150.166667
Chefornak,2787,Chefornak,North America,United States,CYF,60.216667,-164.2
Cheyenne,2788,Cheyenne,North America,United States,CYS,41.156686,-104.818153
Daytona Beach,2789,Daytona Beach,North America,United States,DAB,29.1825,-81.052778
Dayton International,2790,Dayton,North America,United States,DAY,39.9,-84.221111
Dubuque,2791,Dubuque,North America,United States,DBQ,42.41,-90.710833
Dubois,2792,Dubois,North America,United States,DBS,44.166667,-112.233334
Dodge City,2793,Dodge City,North America,United States,DDC,37.761667,-99.965
Decatur,2794,Decatur,North America,United States,DEC,39.834167,-88.868611
Denver International,2795,Denver,North America,United States,DEN,39.862317,-104.675331
Dallas Love Field,2796,Dallas,North America,United States,DAL,32.846944,-96.853333
Dallas Fort Worth International,2797,Dallas,North America,United States,DFW,32.894444,-97.029723
Dothan,2798,Dothan,North America,United States,DHN,31.32,-85.448333
Dickinson,2799,Dickinson,North America,United States,DIK,46.833333,-102.9
Dillingham,2800,Dillingham,North America,United States,DLG,59.05,-158.5
Duluth International,2801,Duluth,North America,United States,DLH,46.8425,-92.190278
Dora Bay,2802,Dora Bay,North America,United States,DOF,55.2125,-132.266667
Deering,2803,Deering,North America,United States,DRG,66.080833,-162.733333
Durango La Plata,2804,Durango,North America,United States,DRO,37.153202,-107.75322
Del Rio International,2805,Del Rio,North America,United States,DRT,29.374397,-100.92041
Destin,2806,Destin,North America,United States,DSI,30.383333,-86.5
Des Moines,2807,Des Moines,North America,United States,DSM,41.533889,-93.656667
Detroit City,2808,Detroit,North America,United States,DET,42.416667,-83.016667
Detroit Wayne County,2809,Detroit,North America,United States,DTW,42.218611,-83.348611
Dubois,2810,Dubois,North America,United States,DUJ,41.178333,-78.898889
Dutch Harbor,2811,Dutch Harbor,North America,United States,DUT,53.901111,-166.535833
Devils Lake,2812,Devils Lake,North America,United States,DVL,48.113056,-98.9075
Eagle,2813,Eagle,North America,United States,EAA,64.776667,-141.148611
Kearney,2814,Kearney,North America,United States,EAR,40.728333,-98.998889
Wenatchee,2815,Wenatchee,North America,United States,EAT,47.399722,-120.207778
Eau Claire,2816,Eau Claire,North America,United States,EAU,44.864444,-91.487222
Edna Bay,2817,Edna Bay,North America,United States,EDA,55.95,-133.666667
Eek,2818,Eek,North America,United States,EEK,60.216667,-162.016667
Vail Eagle County,2819,Vail,North America,United States,EGE,39.642446,-106.919975
Egegik,2820,Egegik,North America,United States,EGX,58.187719,-157.375202
Elko,2821,Elko,North America,United States,EKO,40.823889,-115.789722
El Dorado,2822,El Dorado,North America,United States,ELD,33.220556,-92.814722
Elim,2823,Elim,North America,United States,ELI,64.613611,-162.270278
Elmira,2824,Elmira,North America,United States,ELM,42.160833,-76.895278
El Paso International,2825,El Paso,North America,United States,ELP,31.801111,-106.398611
